CUS_CUST_ID_BUY,SPENT_ML,RECENCY_ML,FREQUENCY_ML
19742022,102.89,2019-05-06,2
222307070,3444.1,2019-05-02,19
170679408,659.51,2019-05-16,9
255368387,155.26,2019-05-23,6
106878844,883.89,2019-04-29,4
94066538,660.65,2019-05-17,5
135288326,32.7,2019-02-19,2
35833194,31.74,2019-04-03,4
179129470,148.45,2019-02-13,4
135726242,34.34,2019-04-25,2
146751488,1039.94,2019-05-14,5
178896284,260.9,2019-05-14,2
138222628,1768.18,2019-05-15,18
153876707,11.03,2019-02-04,1
161021124,72.42,2019-05-07,2
98166646,103.62,2019-01-29,3
153964806,568.99,2019-05-26,9
369346159,23.7,2019-04-26,1
172936796,993.78,2019-05-14,6
83014021,175.52,2019-04-01,4
315669590,60.0,2019-01-17,1
21627080,3391.62,2019-05-31,19
78897453,21.13,2019-02-08,1
262160880,597.59,2019-05-10,10
277571024,4.44,2019-05-26,1
83796905,97.38,2019-05-26,6
92778056,152.33,2019-05-15,4
348581286,13.4,2019-03-22,1
107096468,333.23,2019-05-29,6
128422505,169.9,2019-05-24,10
357050923,591.45,2019-05-28,11
263668026,48.44,2019-05-19,1
90233715,8.38,2018-12-17,1
49855053,51.61,2019-01-08,4
130672472,54.21,2019-05-25,1
150860450,312.72,2019-05-09,7
343340422,916.31,2019-04-05,7
172710390,324.65,2019-06-01,10
135153018,37.07,2019-05-04,3
189464577,1929.69,2019-05-03,7
223334718,282.5,2019-05-02,5
78033226,478.04,2019-05-17,11
17380714,22.2,2019-05-19,1
204787154,25.42,2019-01-07,1
191012171,68.64,2019-05-27,2
162007605,396.55,2019-05-27,2
201580790,651.76,2019-05-15,13
202659917,315.86,2019-05-13,7
422646722,45.5,2019-04-08,1
52173771,1333.25,2019-05-24,34
78147505,66.89,2019-05-13,2
97476400,415.02,2019-05-27,11
273869897,267.06,2019-05-17,1
261869131,126.95,2019-03-23,3
130220694,70.22,2019-03-22,3
54664262,47.26,2019-01-28,1
375943019,72.01,2019-02-27,1
67013816,70.37,2019-05-21,1
161533911,14.46,2019-05-05,2
963721,86.91,2019-04-23,4
131254435,474.34,2019-05-28,5
334270798,47.87,2019-02-21,1
241702385,319.63,2019-06-01,8
86300672,235.84,2019-05-04,7
416024775,125.37,2019-04-03,2
114363927,92.42,2019-01-25,2
418074754,118.85,2019-04-27,2
11069620,5993.18,2019-05-28,14
239141108,4.77,2019-01-30,1
195252923,8.12,2019-05-26,2
391256456,271.79,2019-05-30,7
322887327,78.7,2019-03-07,4
293580289,11.65,2019-05-15,2
11634813,350.89,2019-05-11,5
256796452,205.46,2019-05-28,3
56220866,687.92,2019-03-28,12
151989136,171.3,2019-05-31,4
23480539,819.59,2019-05-30,5
159631743,20.32,2019-01-13,1
224576964,587.18,2019-05-28,7
24813434,501.06,2019-05-24,10
102011991,264.23,2019-04-05,5
231638196,403.14,2019-05-16,9
99713246,96.51,2019-05-27,12
97281163,1492.18,2019-05-06,14
101781000,1333.04,2019-06-01,23
52551563,370.41,2019-03-02,4
43430888,193.87,2019-05-24,7
131642367,134.43,2019-05-29,4
93144860,683.28,2019-04-25,9
105839767,22.41,2019-03-25,1
86454298,2052.98,2019-05-27,13
258250061,708.9,2019-04-03,15
162490089,452.48,2019-05-11,5
83759360,274.5,2019-05-23,3
1688197,319.8,2019-05-15,8
192796983,98.82,2019-05-13,5
40354119,136.94,2019-03-12,3
15233317,162.64,2019-05-15,3
54887575,982.74,2019-05-27,19
220900272,138.55,2019-05-21,2
37381922,210.97,2019-05-24,4
261008564,266.89,2019-05-08,1
167849202,641.3,2019-05-18,11
346396475,244.34,2019-03-08,2
100387,1089.27,2019-05-27,15
240314712,5.4,2018-12-18,1
152852644,33.33,2019-02-01,2
32020274,121.22,2019-05-16,3
179874138,139.75,2019-05-31,2
183381958,5.15,2019-02-28,1
317806831,695.21,2019-04-01,11
231572527,0.25,2019-03-06,1
203734352,47.62,2019-03-28,1
150904093,417.95,2019-04-02,5
92634613,13.62,2019-04-20,2
115417916,1322.38,2019-05-18,13
208701510,1.96,2019-04-17,1
77067849,394.11,2019-04-17,6
139141555,268.12,2019-05-07,8
337590174,152.14,2019-04-17,1
12804565,731.14,2019-05-24,7
43011496,471.25,2019-05-06,6
138391115,108.86,2019-05-20,1
233656359,141.93,2019-04-12,3
57812972,281.27,2019-04-24,4
26514590,246.84,2019-05-31,5
54367594,442.13,2019-05-17,13
488391,122.86,2019-05-31,7
185816653,223.15,2019-03-14,3
183845945,163.86,2019-05-15,2
290935501,188.27,2019-02-02,3
324307933,1142.92,2019-06-01,21
136324267,18.31,2019-03-06,4
126265072,13.19,2019-03-19,2
265327499,125.38,2019-05-28,3
60425185,1460.99,2019-05-29,30
17160192,361.06,2019-05-16,6
215588774,34.79,2019-02-19,1
37110178,116.34,2019-03-18,3
365924101,126.56,2019-04-20,4
292720144,50.35,2019-05-29,1
301829291,8.35,2019-03-27,1
2825740,1731.72,2019-05-09,19
67268063,22.14,2019-05-24,1
42984984,315.11,2019-04-22,4
261132700,107.66,2019-04-23,5
74923307,94.99,2019-01-25,4
206072420,196.13,2019-03-24,2
297423196,108.74,2019-05-15,5
32844085,131.97,2019-05-28,4
52448988,417.31,2019-05-29,7
231356983,146.42,2019-03-14,4
83488910,1.83,2019-03-22,1
46137637,125.04,2019-03-11,8
72880431,68.12,2019-05-18,2
214749880,33.15,2019-05-10,1
33352672,799.83,2019-05-23,11
188213137,79.13,2018-12-11,1
93432770,133.85,2019-05-23,9
97300029,375.14,2019-05-27,8
217004552,42.31,2019-05-07,1
36376019,396.86,2019-05-28,12
171205971,46.96,2019-05-24,4
86251939,194.95,2019-01-25,2
191524624,46.8,2018-12-03,1
49314396,751.23,2019-05-21,6
36380775,165.04,2019-05-21,7
130779629,12.35,2019-06-01,1
356565661,320.05,2019-05-19,7
58610191,992.61,2019-02-07,6
264233238,63.37,2019-04-28,4
8045121,323.28,2019-05-20,8
290423957,159.0,2019-02-01,1
48360707,14.62,2019-03-22,1
9960856,199.2,2019-05-21,2
178192733,372.7,2019-03-22,9
308119025,250.73,2019-05-30,3
290045636,328.29,2019-04-09,5
249827893,36.66,2019-01-16,1
80853209,92.61,2019-05-30,2
185148965,497.08,2019-04-29,4
263412662,7.4,2018-12-25,1
126998167,625.94,2019-04-04,10
71645275,62.73,2019-05-29,2
423804949,80.6,2019-04-05,1
199966043,20.18,2019-05-16,2
59411374,32.16,2019-05-15,2
360420732,391.93,2019-05-15,6
189599254,18.05,2019-04-30,1
166222834,78.17,2019-04-03,2
163634949,192.62,2019-05-01,3
142241195,721.97,2019-05-13,3
61817854,222.01,2019-05-02,6
165217022,32.66,2018-12-21,2
136662597,506.42,2019-05-13,7
7710638,433.57,2019-04-27,3
185623953,56.7,2019-05-13,1
178487508,424.34,2019-04-22,5
272574309,71.58,2019-01-25,2
72306627,968.51,2019-05-27,35
98367195,275.42,2019-05-31,6
350796499,528.63,2019-05-31,14
180487837,237.82,2019-04-09,8
15445744,452.7,2019-05-14,8
194104398,135.33,2019-05-20,5
85499374,3.52,2019-03-05,1
8582035,428.36,2019-05-22,17
200307891,335.26,2019-05-28,13
208794263,278.21,2019-05-28,13
57604646,1096.27,2019-05-15,6
39226986,124.59,2019-05-26,11
143203428,169.43,2019-04-11,3
207971992,61.42,2019-04-04,4
167425645,101.47,2019-05-21,3
152992248,3.64,2019-03-10,1
96109914,69.18,2019-04-10,1
27454292,186.16,2019-05-08,7
83848095,382.45,2019-05-22,7
225032209,9.49,2019-01-13,1
380262649,34.66,2019-05-08,3
86454151,12.84,2019-05-25,4
61856236,124.49,2019-05-09,4
23218066,524.79,2019-06-01,12
154953222,83.12,2019-04-03,1
306292094,75.05,2019-03-26,4
400304885,112.63,2019-04-12,3
79793809,20.31,2019-05-09,2
23452896,282.03,2019-02-03,5
269593172,642.09,2019-05-29,2
163872412,112.2,2019-05-29,2
11747654,1034.12,2019-05-14,4
116446377,174.98,2019-02-20,2
86897868,124.59,2019-05-17,3
337718868,13.54,2019-03-25,2
38124601,369.44,2019-04-16,6
232062550,2.47,2019-02-08,2
170951724,42.05,2019-04-06,2
179499378,123.43,2019-05-22,5
4362804,695.72,2019-05-29,18
291319158,53.81,2019-01-29,1
5196343,74.42,2019-06-01,5
63099169,22.36,2019-01-12,1
242635938,190.34,2019-04-15,4
82438653,3030.45,2019-05-31,18
294388626,6167.49,2019-05-27,64
152801855,119.83,2019-05-18,7
47973914,798.96,2019-05-24,18
183211982,13.44,2019-03-06,2
79450410,21.39,2018-12-08,1
117359201,0.24,2019-03-25,1
240958698,521.85,2019-05-12,6
161251551,53.51,2018-12-17,1
230195946,180.1,2019-05-19,5
126567127,348.88,2019-05-28,21
64952387,48.57,2019-05-04,4
49728054,58.73,2019-02-20,4
45015314,41.58,2018-12-01,1
184300027,168.0,2019-05-27,4
20944488,216.16,2019-05-17,4
117559472,84.83,2019-05-29,4
189585494,67.07,2019-04-28,2
78545029,239.33,2019-04-06,4
276887234,180.38,2019-04-15,5
261299730,40.16,2019-05-26,1
44447113,37.22,2018-12-17,2
26941056,60.95,2019-04-03,3
420118472,40.2,2019-05-13,1
215470934,5.23,2019-02-15,1
84534152,220.16,2019-05-14,10
171923135,19.8,2019-05-01,2
66994576,595.47,2019-05-20,12
203678799,241.42,2019-04-22,7
207639041,89.56,2019-02-11,3
250187284,853.25,2019-04-23,8
70131253,31.96,2019-05-19,4
109795710,30.34,2019-03-14,1
154897851,2336.04,2019-05-27,28
240726456,74.27,2019-04-01,7
176393779,749.06,2019-05-11,2
298957541,9.14,2019-02-26,1
147776412,3.39,2018-12-20,1
163625421,39.16,2019-04-05,1
18149988,160.76,2019-05-07,2
205464664,126.67,2019-05-05,5
148270806,89.72,2019-02-07,2
194997805,41.44,2019-05-21,3
6445080,268.62,2019-05-26,6
20074580,440.05,2019-04-16,3
284854323,119.98,2019-05-28,3
343526992,410.48,2019-05-24,12
74353561,66.97,2019-05-21,2
147817133,186.78,2019-01-06,1
60202551,212.56,2019-04-18,5
92852761,56.35,2019-03-18,2
267479743,35.6,2019-05-28,2
126680879,182.76,2019-05-02,3
173779751,94.06,2019-01-21,2
230052388,101.98,2019-05-03,4
219198311,1818.44,2019-04-30,16
77580938,3.61,2019-03-13,1
121346396,116.33,2019-04-15,2
221953801,450.9,2019-01-30,1
177069308,54.49,2019-04-25,2
200531319,30.59,2019-03-14,3
130283976,44.82,2018-12-14,1
116533874,34.97,2019-05-11,2
196316122,347.07,2019-05-11,2
5606817,370.09,2019-04-08,6
34922351,674.21,2019-04-01,6
173031041,148.31,2019-05-29,3
184578727,127.65,2019-05-19,3
217521162,261.52,2019-05-20,4
361047675,10.76,2019-01-23,1
95381984,24.27,2019-03-01,1
101319748,126.77,2019-04-20,4
355456702,244.58,2019-05-09,5
150174217,25.71,2019-05-10,3
17987131,25.37,2019-04-01,1
101261046,103.79,2019-03-19,2
123741014,186.42,2019-05-27,4
244608814,279.2,2019-05-14,3
11508723,747.3,2019-05-27,5
94333510,194.37,2019-02-18,3
63539352,11.28,2019-01-20,2
324697937,297.32,2019-05-27,6
343677252,42.03,2019-05-15,1
189355904,101.26,2019-05-24,3
29136796,176.57,2019-03-31,1
253785221,52.02,2019-05-06,2
5822377,13.92,2019-04-29,1
140752145,43.2,2019-05-06,1
292271981,226.0,2019-01-08,1
151114793,9402.87,2019-05-27,40
415858071,533.03,2019-05-30,6
58457431,269.57,2019-05-27,7
113738270,183.19,2019-05-28,4
133099831,88.72,2019-05-05,3
222676622,39.01,2019-04-16,1
18656185,129.37,2019-05-29,2
41657099,331.13,2019-03-13,4
330705920,286.61,2019-03-18,10
151180125,195.45,2019-04-12,3
43714994,66.64,2019-05-01,4
318885851,1.59,2019-01-18,1
145076464,1243.12,2019-05-27,18
143878329,36.29,2018-12-17,1
223382660,596.89,2019-05-04,5
381525167,21.57,2019-02-20,3
361783553,11.4,2019-04-23,3
42602947,1489.62,2019-05-28,23
104347263,127.66,2019-02-13,3
6533858,293.64,2019-05-15,5
241723379,124.47,2019-04-23,3
73594986,279.0,2019-05-13,3
80140993,179.15,2019-05-31,8
210740980,216.17,2019-03-18,4
191383857,330.55,2019-05-27,6
224919470,8.36,2019-05-02,1
8592766,162.65,2019-05-20,16
41353606,100.86,2019-05-22,2
73031036,274.87,2019-04-24,4
92974258,670.94,2019-05-23,12
119435494,204.49,2019-05-13,3
172746526,1018.48,2019-05-16,20
145436240,909.41,2019-05-05,8
18663363,147.36,2019-05-14,5
254557521,22.57,2019-03-28,1
119416291,114.09,2019-05-20,6
20580154,86.5,2019-04-07,1
225012025,63.8,2019-03-28,1
232494729,9.13,2019-04-09,1
117091293,163.65,2019-02-07,2
83214712,112.09,2019-05-27,7
290870837,149.84,2019-05-16,3
151394311,631.33,2019-05-21,21
237199385,279.54,2019-04-28,7
9456771,122.79,2019-05-17,2
192489140,451.35,2019-04-12,4
221688417,209.48,2019-04-23,5
141456592,132.75,2018-12-18,1
32075287,14.74,2019-05-13,2
155230805,119.13,2019-04-17,3
74478138,635.92,2019-06-01,4
260698981,970.14,2019-05-21,15
274066992,57.24,2019-05-30,8
59435226,126.46,2019-03-11,8
317596989,37.61,2019-04-24,1
29039474,693.36,2019-05-25,9
321611204,234.18,2019-05-20,3
119733357,228.94,2019-05-02,4
12099701,71.36,2019-05-10,2
215721195,32.42,2019-02-27,1
99139741,238.64,2019-04-18,1
387868767,133.42,2019-05-15,1
215326708,50.9,2019-01-08,1
250175096,56.43,2019-05-09,3
178884722,1166.11,2019-06-01,17
160041153,66.7,2019-04-04,2
23036696,140.45,2019-03-22,3
90309142,12.9,2019-05-13,2
80679570,277.65,2019-05-31,5
77906906,433.07,2019-05-02,3
31520277,294.9,2019-05-08,8
221590427,932.84,2019-05-15,10
379947409,26.7,2019-03-11,1
205964453,637.51,2019-03-26,4
60478658,155.84,2019-05-15,4
50320406,189.61,2019-03-09,4
150016760,88.78,2019-05-14,2
128043358,7.84,2019-04-10,1
54432889,66.95,2019-05-17,2
138612950,522.38,2019-05-10,5
110387490,7.99,2019-03-12,1
132638472,22.75,2019-01-10,1
158468279,666.98,2019-03-20,2
87157061,153.31,2019-05-26,8
132981010,550.72,2019-05-09,10
81620630,0.82,2019-05-18,2
333093256,413.97,2019-04-24,3
251978776,496.19,2019-05-08,6
9312954,17.39,2019-05-29,2
14500869,530.45,2019-02-11,3
22120696,256.58,2019-05-24,8
427568486,67.74,2019-05-21,2
234253034,159.13,2019-05-15,15
191365678,210.9,2019-04-27,3
152302700,273.89,2019-05-02,13
153368147,363.93,2019-01-07,1
42756065,452.41,2019-05-21,11
429859893,12.97,2019-04-24,1
287054359,535.21,2019-05-28,7
144447607,113.8,2019-04-01,2
322554015,171.23,2019-05-12,5
142169666,286.92,2019-05-27,6
274673906,140.59,2019-03-07,1
163851314,310.8,2019-04-09,6
291706884,11.04,2019-03-15,1
174274891,381.47,2019-05-13,6
180781631,756.13,2019-05-27,15
85507656,728.29,2019-05-21,9
202544237,354.26,2019-04-23,4
71593930,456.86,2019-05-20,2
94391517,1779.16,2019-05-31,8
207958037,166.79,2019-05-09,8
172610106,23.55,2019-02-14,1
48863664,164.32,2019-05-17,6
58525343,225.21,2019-05-29,8
139218233,225.25,2019-03-30,6
25894956,134.01,2019-04-13,6
59561506,51.88,2019-05-06,2
76997694,191.55,2019-05-30,2
149227861,16.92,2019-03-12,1
92993111,775.87,2019-05-23,9
65866077,153.24,2018-12-17,1
197649028,118.44,2019-05-02,1
17457777,214.16,2019-04-10,6
135886712,137.37,2019-03-06,3
6636310,7.3,2019-05-07,2
201112793,6.34,2019-04-10,1
4118593,17.8,2019-01-28,1
141044359,83.58,2019-03-15,2
128438032,446.73,2019-05-22,1
177649261,1000.5,2019-05-08,11
390621081,6.43,2019-05-09,1
164666372,69.99,2019-05-24,2
53706285,359.62,2019-05-30,7
233250326,221.56,2019-05-24,4
362714104,8.92,2019-02-25,1
57648126,159.1,2019-03-25,2
61801469,4.19,2019-01-26,1
58026987,67.11,2019-05-29,1
34648661,111.2,2019-05-07,3
236367685,113.65,2019-05-17,5
71870895,946.56,2019-05-29,26
158304259,139.45,2019-02-15,4
70790982,211.71,2019-02-13,3
115397759,34.14,2019-03-31,1
177590361,28.79,2018-12-16,1
144562993,2.12,2019-05-11,1
75989543,34.25,2019-03-21,1
69976031,57.37,2019-05-02,2
40491678,429.19,2019-01-31,1
177736841,2543.52,2019-05-31,29
199823640,438.92,2019-03-06,4
119237081,92.12,2019-03-20,3
164881499,371.06,2019-05-22,10
22114812,59.52,2019-02-06,1
47179751,31.81,2019-01-24,2
23099884,272.64,2019-02-20,7
382274626,41.24,2019-03-11,1
15622548,39.37,2019-04-27,3
212394141,1143.17,2019-05-30,30
154355037,111.44,2019-02-08,2
175722597,57.58,2019-05-12,2
241048946,84.1,2019-05-27,5
75987185,133.33,2019-03-07,6
118970200,8.59,2019-02-04,1
159942500,84.67,2019-05-13,4
52978625,955.33,2019-05-17,5
352772920,179.64,2019-04-15,4
279520262,5.49,2018-12-18,1
175172038,483.04,2019-05-14,6
186882707,125.48,2019-01-08,2
218588408,137.47,2019-05-28,6
208594468,603.53,2019-05-27,7
32490974,314.59,2019-05-22,6
58848269,11.01,2019-03-26,1
245052855,31.22,2019-05-15,2
113120612,6.08,2019-05-06,1
52209557,246.64,2019-05-15,4
248915636,11.93,2019-04-22,1
403707946,48.98,2019-04-12,2
81210124,10.25,2018-12-21,1
154271058,96.13,2019-03-28,4
102034044,409.93,2019-04-20,4
5562936,183.4,2019-05-01,6
60836132,58.82,2019-03-08,1
119040486,1556.8,2019-05-31,11
135652406,36.67,2019-05-18,1
220559902,95.21,2019-04-09,3
183403952,1055.37,2019-05-28,9
312075278,35.33,2019-05-19,1
67927025,103.68,2019-03-18,2
60902838,164.11,2019-01-22,5
24082705,511.93,2019-04-21,9
139066941,615.28,2019-05-02,5
87101211,407.74,2019-05-16,9
117351368,35.6,2019-03-16,1
113222580,194.91,2019-05-30,7
26650823,150.5,2019-05-08,3
93154666,175.56,2019-05-17,9
83322171,250.68,2019-03-12,7
64003994,25.65,2019-02-08,3
45864789,134.49,2019-01-29,2
75038674,68.19,2019-01-10,3
305789271,48.86,2019-02-22,2
227114841,177.56,2019-05-04,7
217399726,54.51,2019-01-04,2
273163429,93.97,2019-05-31,5
138098682,97.09,2019-01-26,2
114841372,367.97,2019-05-10,6
23274547,157.54,2019-05-30,4
56596845,3.71,2019-05-10,1
49498079,157.32,2019-04-26,5
257881340,377.85,2019-05-19,10
32448871,622.14,2019-05-16,16
411659497,24.35,2019-05-14,1
319148476,345.49,2019-04-08,5
40552126,205.67,2019-05-17,8
213512596,376.26,2019-05-22,7
217871661,88.04,2019-04-22,1
343178220,154.5,2019-05-29,12
131675223,333.06,2019-03-15,2
435694526,23.42,2019-05-17,2
301407966,149.03,2019-05-15,3
155123196,174.11,2019-04-02,4
102173827,46.54,2018-12-02,1
216307842,73.62,2019-04-10,3
251297136,21.25,2019-03-18,1
23590126,193.97,2019-04-06,4
260198858,0.26,2019-04-28,1
233167633,865.28,2019-05-27,9
239389337,227.32,2019-04-12,4
298578084,100.34,2019-05-24,2
68329904,833.95,2019-05-21,6
18986888,1238.61,2019-05-16,14
308116731,149.81,2019-03-20,3
199647384,177.31,2019-04-08,5
81510877,89.31,2019-05-23,4
54454546,269.35,2019-04-24,5
41443410,10.33,2019-05-30,2
255507144,56.04,2019-05-31,2
226632846,210.39,2019-04-03,4
146529354,34.84,2019-03-13,3
59377366,137.12,2019-03-20,4
178370021,326.09,2019-05-03,6
52716409,680.72,2019-05-16,3
189330349,145.54,2019-05-16,3
344862705,477.45,2019-01-02,1
103403754,251.43,2019-03-20,7
157713102,38.73,2019-01-31,2
394988888,60.56,2019-02-16,1
222605497,30.68,2018-12-03,1
22368385,231.38,2019-02-06,2
435369729,9.15,2019-05-13,1
140069438,83.87,2019-02-17,3
23940703,30.06,2019-03-09,3
134631655,682.32,2019-01-06,2
18377549,341.36,2019-01-15,3
326507389,307.22,2019-03-25,8
153253598,56.78,2018-12-13,1
135974407,93.98,2019-04-30,2
70398265,10.15,2019-05-08,1
44184095,249.98,2019-05-13,5
4056322,11.03,2019-05-06,1
232110981,110.34,2019-05-22,2
49264519,1182.17,2019-05-14,4
105936653,74.78,2019-05-03,1
65591641,485.12,2019-05-29,9
395225306,58.75,2019-03-21,1
97718349,63.41,2019-03-22,3
376359353,26.59,2019-05-14,1
130055292,1441.02,2019-05-31,17
160484603,138.25,2019-05-22,6
189665479,158.29,2019-05-22,2
184837572,54.3,2019-05-16,3
122215638,10.5,2019-04-04,1
236683735,588.18,2019-05-29,9
18991307,948.19,2019-05-03,9
200434203,725.88,2019-05-15,7
89873311,88.86,2019-05-31,1
207262610,7.84,2018-12-18,1
26555597,552.03,2019-05-30,12
401105411,73.79,2019-05-20,4
186471987,136.59,2019-05-29,4
242271885,306.43,2019-03-02,1
30213589,142.52,2019-02-17,5
86201308,3.73,2019-03-16,1
148903470,177.49,2019-05-31,9
20281580,46.61,2019-02-18,1
137998425,52.88,2019-05-17,3
228808049,851.95,2019-05-02,6
190776927,195.54,2019-04-01,4
75259033,208.97,2019-05-24,11
3275435,5.4,2019-01-25,1
394187507,10.13,2019-04-08,1
148885871,112.32,2019-04-15,5
212897130,84.16,2019-04-25,1
21554113,760.14,2019-05-28,7
47449295,28.38,2019-02-18,1
57583227,435.43,2019-05-17,10
86910278,157.51,2019-05-29,7
185085515,66.37,2019-04-21,3
8843211,1329.28,2019-05-30,7
270123729,221.56,2019-05-29,5
238262418,214.01,2019-05-29,3
52526179,543.37,2019-03-08,7
57990760,59.52,2018-12-28,1
233015020,75.43,2019-03-18,1
118469518,1986.41,2019-05-29,16
79478986,122.78,2019-05-03,1
158885629,265.9,2019-03-15,7
20749497,93.94,2019-01-29,1
73120260,262.38,2019-02-28,3
83683829,382.29,2019-05-31,9
234022324,59.2,2019-03-28,2
35595787,388.3,2019-05-24,4
79768131,1083.52,2019-05-31,13
170318587,53.04,2019-02-07,1
330319309,5.17,2019-01-22,1
143651661,307.12,2019-05-14,8
98987695,17.53,2019-05-05,2
75446079,278.7,2019-04-03,4
405311446,52.06,2019-03-12,1
163712632,443.63,2019-05-27,6
59529591,263.44,2019-04-20,7
35579736,170.49,2019-06-01,9
80055982,50.53,2019-05-16,2
154797420,166.01,2019-05-06,4
213526781,121.93,2019-02-13,3
298700276,1133.23,2019-05-27,19
119435005,274.34,2019-05-20,7
206409253,23.74,2019-03-22,3
40942608,3399.48,2019-05-26,49
247521018,34.95,2018-12-17,1
13997987,314.88,2019-05-13,13
118772260,60.26,2019-05-17,1
63834472,160.66,2019-02-03,3
84375786,66.27,2019-05-28,4
93176414,37.83,2019-05-13,3
173409001,274.63,2019-05-18,4
315996745,271.58,2019-05-09,4
196135321,157.66,2019-05-13,4
320580655,664.36,2019-05-02,16
28858243,15.99,2019-04-22,1
359038989,3.24,2019-01-16,1
188279349,189.77,2019-05-17,1
167985053,60.9,2019-02-23,2
395651510,17.2,2019-02-22,1
166454782,419.91,2019-02-15,3
96109371,2290.79,2019-05-20,20
78430047,765.06,2019-05-29,11
250050412,176.19,2018-12-20,2
55240721,670.27,2019-05-19,13
250958234,403.44,2019-05-27,15
200440809,226.22,2019-05-23,3
144001457,28.14,2019-04-25,3
50527481,2303.24,2019-04-30,13
204471957,201.42,2019-05-23,3
30441460,50.32,2019-05-16,3
170591598,253.9,2019-05-15,2
143221086,115.74,2019-04-29,3
184090287,1038.66,2019-06-01,5
30057196,525.9,2019-05-10,16
172625601,79.78,2019-05-08,5
62410495,121.35,2019-02-22,2
127017664,78.12,2019-05-13,1
74565555,105.73,2019-02-18,3
41835336,133.07,2019-05-13,4
267544174,9.07,2018-12-27,1
5687446,129.64,2019-02-11,5
1671344,25.87,2019-05-28,2
148685250,26.61,2019-05-12,2
268758331,193.28,2019-05-21,6
119357335,677.29,2019-06-01,16
245669968,13.84,2019-04-10,1
143459097,14.33,2019-03-21,1
183290924,1181.17,2019-05-01,12
56624437,55.69,2019-05-13,2
129309881,32.44,2019-03-11,2
358542919,55.75,2019-04-04,1
198635129,177.77,2019-05-14,2
346604392,145.06,2019-03-22,3
142198175,92.77,2019-04-10,2
184965710,83.56,2019-04-02,3
250899465,95.19,2019-02-27,1
967354,175.89,2019-03-04,4
78064395,157.07,2019-05-28,12
22030686,73.16,2019-05-10,2
46812634,790.19,2019-04-08,3
237092177,895.36,2019-05-21,8
19392285,277.57,2019-04-23,14
64440314,76.94,2019-05-20,2
354248154,20.25,2019-05-31,1
33732851,64.16,2019-05-27,2
7925955,5.38,2019-01-29,1
147350382,228.59,2019-05-17,9
167861195,227.99,2019-04-16,1
16908520,36.76,2019-04-04,1
390459868,279.55,2019-05-13,2
21980349,33.78,2018-12-03,1
384311837,372.66,2019-04-08,2
94563084,62.76,2019-05-12,2
62809377,31.27,2019-05-22,1
50763332,5.31,2018-12-07,1
387425980,523.96,2019-05-07,6
106751719,265.48,2019-03-18,2
200025507,43.53,2019-05-03,1
94869125,356.05,2019-05-20,13
186536571,18.43,2019-04-11,2
9420020,215.18,2019-05-24,5
142357760,496.66,2019-05-18,4
239657421,1031.65,2019-05-11,10
259601718,28.63,2019-05-11,3
127350011,211.82,2019-04-29,7
64557304,121.24,2019-05-23,3
7041822,684.36,2019-05-26,12
134866536,306.49,2019-05-03,9
243174114,4.24,2019-01-08,3
46768978,32.91,2018-12-19,1
24139057,651.44,2019-05-17,4
182231770,373.56,2019-05-29,4
32023140,608.04,2019-02-18,3
48365364,137.37,2018-12-10,1
72871673,41.08,2019-05-22,1
203309025,106.99,2019-05-14,2
38623604,362.58,2019-05-18,5
194091908,7.75,2018-12-10,1
335922101,173.51,2019-05-29,2
176330671,532.08,2019-05-15,3
178774033,493.35,2019-05-31,9
10189505,8.99,2018-12-12,1
48650777,229.98,2019-04-30,3
70423681,26.6,2019-03-04,1
194882748,212.25,2019-05-16,4
21572105,15.34,2019-02-08,1
299501633,13.56,2019-01-28,4
152083496,208.38,2019-03-11,2
16955724,756.33,2019-05-21,15
225623882,6.61,2019-05-31,1
118704332,556.48,2019-05-18,8
170892105,68.59,2019-02-25,1
203619589,1121.08,2019-03-26,14
220566238,33.94,2019-05-21,5
38569032,255.66,2019-05-29,6
16944020,301.7,2019-05-31,11
62482751,100.0,2019-01-13,1
80206753,48.68,2019-04-08,2
2207563,52.96,2019-05-17,9
323679354,271.01,2019-03-29,4
98567167,10.45,2018-12-17,1
235489639,211.02,2019-04-23,3
159908807,490.97,2019-05-19,5
139258243,115.11,2019-06-01,2
115909145,1102.01,2019-05-28,13
9562605,654.35,2019-05-14,10
383444156,26.78,2019-05-22,4
217908821,164.44,2019-04-13,2
91853095,219.67,2019-03-25,6
160477786,4770.72,2019-05-29,29
164762087,62.34,2019-03-22,1
130572549,127.08,2019-05-16,5
92988462,190.24,2019-04-09,2
2642942,414.77,2019-05-21,17
135430697,225.14,2019-04-13,4
256202627,496.91,2019-05-13,4
42461509,112.76,2019-01-08,3
132513823,512.71,2019-03-25,5
243771706,741.65,2019-05-29,14
65059448,812.81,2019-05-26,16
21711885,82.06,2019-03-25,2
144008111,1136.48,2019-05-15,2
73131609,585.29,2019-05-31,12
51138878,20.91,2019-02-28,2
7757497,76.76,2018-12-15,2
233046101,85.03,2019-02-14,1
97259145,5.62,2019-03-29,1
119619006,39.44,2019-05-01,3
324252618,24.28,2019-03-10,1
167628822,111.17,2019-05-14,1
113510760,424.29,2019-05-08,12
56561396,59.29,2019-03-31,3
155431544,71.5,2019-04-02,2
45115817,60.75,2019-05-09,10
168471980,70.19,2019-03-12,1
178096026,46.11,2019-03-30,1
41178724,0.16,2019-03-03,1
