CUS_CUST_ID_BUY,MAU_MP_3,MAU_ML_3,MAU_MP_2,MAU_ML_2,MAU_MP_1,MAU_ML_1,last_login_mp_date_1,last_login_ml_date_1
128041330,,,,,1.0,0.0,2019-05-27,2019-05-27
140346182,16.0,0.0,15.0,0.0,27.0,2.0,2019-05-31,2019-05-20
252351755,4.0,26.0,2.0,25.0,1.0,28.0,2019-05-27,2019-05-31
436381929,,,,,2.0,0.0,2019-05-27,2019-05-27
391101418,,,5.0,0.0,4.0,0.0,2019-05-23,2019-05-23
189463745,0.0,22.0,0.0,22.0,3.0,25.0,2019-05-24,2019-05-29
97530361,9.0,12.0,11.0,16.0,11.0,6.0,2019-05-30,2019-05-18
228418724,2.0,30.0,1.0,29.0,0.0,30.0,2019-05-31,2019-05-31
256551932,30.0,28.0,26.0,22.0,28.0,28.0,2019-05-31,2019-05-31
86430679,8.0,9.0,3.0,4.0,11.0,13.0,2019-05-31,2019-05-31
405468693,,,,,,,,
384783165,1.0,0.0,7.0,0.0,7.0,0.0,2019-05-25,2019-05-25
241066557,0.0,21.0,0.0,17.0,0.0,5.0,2019-05-08,2019-05-08
42929115,1.0,0.0,,,1.0,0.0,2019-05-18,2019-05-18
313138772,31.0,2.0,30.0,0.0,31.0,7.0,2019-05-31,2019-05-25
373440923,1.0,3.0,9.0,7.0,2.0,3.0,2019-05-19,2019-05-20
329698208,0.0,19.0,3.0,15.0,2.0,19.0,2019-05-28,2019-05-31
58006882,,,,,,,,
165764632,,,6.0,9.0,7.0,8.0,2019-05-24,2019-05-30
6702383,2.0,12.0,4.0,16.0,0.0,14.0,2019-05-25,2019-05-25
142142423,,,1.0,8.0,0.0,14.0,2019-05-30,2019-05-30
89298638,0.0,28.0,0.0,23.0,0.0,21.0,2019-05-28,2019-05-28
244267831,1.0,16.0,0.0,11.0,5.0,14.0,2019-05-25,2019-05-28
10405102,3.0,5.0,5.0,6.0,0.0,13.0,2019-05-31,2019-05-31
13480027,,,,,,,,
65972592,3.0,7.0,0.0,6.0,,,,
340097414,8.0,0.0,3.0,0.0,2.0,0.0,2019-05-27,2019-05-27
432407042,,,,,5.0,8.0,2019-05-30,2019-05-31
182627231,1.0,10.0,4.0,6.0,0.0,3.0,2019-05-28,2019-05-28
270479767,5.0,2.0,6.0,9.0,0.0,17.0,2019-05-31,2019-05-31
184250037,0.0,2.0,1.0,7.0,1.0,10.0,2019-05-31,2019-05-28
168837106,2.0,25.0,7.0,25.0,6.0,25.0,2019-05-27,2019-05-31
281573699,6.0,8.0,5.0,6.0,4.0,4.0,2019-05-11,2019-05-17
32384199,7.0,24.0,7.0,26.0,7.0,25.0,2019-05-31,2019-05-31
339803162,0.0,28.0,0.0,26.0,7.0,27.0,2019-05-31,2019-05-31
5575319,0.0,13.0,0.0,20.0,10.0,20.0,2019-05-29,2019-05-31
156398029,2.0,25.0,4.0,21.0,13.0,20.0,2019-05-31,2019-05-30
424461217,,,,,,,,
179896826,1.0,0.0,3.0,0.0,1.0,0.0,2019-05-21,2019-05-21
435944519,,,,,1.0,0.0,2019-05-14,2019-05-14
56559858,0.0,16.0,14.0,11.0,9.0,12.0,2019-05-25,2019-05-28
324713544,8.0,0.0,7.0,0.0,14.0,0.0,2019-05-24,2019-05-24
91523974,1.0,0.0,1.0,0.0,4.0,1.0,2019-05-31,2019-05-30
204933025,4.0,9.0,5.0,19.0,3.0,14.0,2019-05-23,2019-05-24
192549234,5.0,5.0,5.0,2.0,3.0,0.0,2019-05-20,2019-05-20
310254504,0.0,17.0,0.0,7.0,0.0,6.0,2019-05-31,2019-05-31
76098758,,,,,1.0,0.0,2019-05-26,2019-05-26
416543423,0.0,7.0,0.0,7.0,5.0,5.0,2019-05-21,2019-05-26
63468132,8.0,23.0,0.0,19.0,3.0,27.0,2019-05-21,2019-05-31
152061210,7.0,24.0,10.0,23.0,10.0,26.0,2019-05-28,2019-05-30
89510130,25.0,7.0,12.0,14.0,12.0,12.0,2019-05-31,2019-05-26
405276292,,,0.0,11.0,0.0,21.0,2019-05-31,2019-05-31
329170831,,,,,2.0,0.0,2019-05-28,2019-05-28
144409855,0.0,27.0,0.0,22.0,0.0,17.0,2019-05-31,2019-05-31
47551174,1.0,25.0,0.0,24.0,2.0,25.0,2019-05-31,2019-05-31
172673633,1.0,0.0,,,7.0,0.0,2019-05-31,2019-05-31
2166279,1.0,8.0,1.0,4.0,1.0,13.0,2019-05-30,2019-05-31
275447558,,,1.0,1.0,3.0,2.0,2019-05-28,2019-05-23
177288380,1.0,23.0,6.0,28.0,7.0,27.0,2019-05-28,2019-05-31
82438288,12.0,2.0,12.0,11.0,11.0,23.0,2019-05-27,2019-05-31
125171357,0.0,8.0,1.0,7.0,0.0,7.0,2019-05-13,2019-05-13
274870671,2.0,0.0,8.0,0.0,11.0,0.0,2019-05-23,2019-05-23
21627080,3.0,8.0,5.0,16.0,4.0,22.0,2019-05-15,2019-05-31
82389977,3.0,25.0,4.0,13.0,0.0,9.0,2019-05-31,2019-05-31
186740985,4.0,29.0,3.0,29.0,6.0,28.0,2019-05-22,2019-05-31
398310960,8.0,5.0,5.0,4.0,7.0,6.0,2019-05-28,2019-05-27
159194896,,,2.0,0.0,11.0,0.0,2019-05-27,2019-05-27
131977148,0.0,20.0,0.0,15.0,0.0,15.0,2019-05-31,2019-05-31
97461691,0.0,25.0,0.0,25.0,2.0,28.0,2019-05-21,2019-05-31
360699238,2.0,7.0,0.0,9.0,2.0,4.0,2019-05-28,2019-05-30
360667131,22.0,27.0,27.0,30.0,30.0,31.0,2019-05-30,2019-05-31
231148079,18.0,2.0,24.0,4.0,23.0,13.0,2019-05-31,2019-05-28
32845893,1.0,23.0,3.0,14.0,1.0,20.0,2019-05-03,2019-05-31
64231514,0.0,19.0,0.0,18.0,0.0,25.0,2019-05-31,2019-05-31
337077535,28.0,26.0,16.0,25.0,8.0,20.0,2019-05-24,2019-05-31
76538735,,,5.0,0.0,2.0,0.0,2019-05-30,2019-05-30
143226086,16.0,0.0,13.0,0.0,11.0,0.0,2019-05-31,2019-05-31
54035110,0.0,16.0,2.0,20.0,0.0,18.0,2019-05-31,2019-05-31
359452851,12.0,0.0,11.0,0.0,6.0,0.0,2019-05-29,2019-05-29
69677878,7.0,0.0,5.0,0.0,4.0,0.0,2019-05-26,2019-05-26
169610831,0.0,4.0,0.0,3.0,,,,
285666414,4.0,1.0,4.0,1.0,8.0,0.0,2019-05-28,2019-05-28
81749678,,,,,2.0,0.0,2019-05-21,2019-05-21
221686444,,,,,,,,
182059380,2.0,21.0,2.0,17.0,0.0,25.0,2019-05-30,2019-05-30
79856922,0.0,20.0,0.0,19.0,0.0,22.0,2019-05-30,2019-05-30
421562385,,,,,2.0,0.0,2019-05-28,2019-05-28
165995891,1.0,11.0,1.0,15.0,3.0,13.0,2019-05-22,2019-05-30
109518370,1.0,11.0,8.0,14.0,4.0,15.0,2019-05-28,2019-05-30
293067121,,,,,,,,
73404271,4.0,8.0,3.0,8.0,0.0,4.0,2019-05-13,2019-05-13
7342656,2.0,19.0,6.0,14.0,5.0,16.0,2019-05-30,2019-05-31
120633042,20.0,11.0,22.0,12.0,25.0,14.0,2019-05-31,2019-05-30
447643744,,,,,,,,
17999591,18.0,27.0,25.0,28.0,27.0,31.0,2019-05-31,2019-05-31
22855601,2.0,24.0,4.0,27.0,2.0,29.0,2019-05-28,2019-05-30
109917828,,,,,,,,
204354380,22.0,14.0,19.0,16.0,15.0,16.0,2019-05-30,2019-05-29
47091391,0.0,3.0,0.0,1.0,5.0,0.0,2019-05-25,2019-05-25
35134181,1.0,0.0,2.0,0.0,2.0,0.0,2019-05-12,2019-05-12
190651273,,,2.0,0.0,19.0,0.0,2019-05-31,2019-05-31
134770263,4.0,9.0,2.0,6.0,,,,
144062999,,,,,,,,
196628880,4.0,19.0,1.0,13.0,5.0,10.0,2019-05-22,2019-05-22
6615331,18.0,27.0,18.0,27.0,16.0,22.0,2019-05-30,2019-05-31
54400572,6.0,26.0,5.0,17.0,4.0,29.0,2019-05-31,2019-05-31
43045655,0.0,16.0,2.0,15.0,2.0,18.0,2019-05-28,2019-05-26
47418537,10.0,20.0,2.0,15.0,1.0,18.0,2019-05-26,2019-05-26
206064913,,,,,,,,
52227476,2.0,10.0,5.0,11.0,2.0,17.0,2019-05-30,2019-05-28
303950388,,,,,9.0,0.0,2019-05-29,2019-05-29
75647564,2.0,0.0,1.0,2.0,8.0,26.0,2019-05-30,2019-05-31
325776145,0.0,9.0,0.0,5.0,0.0,13.0,2019-05-29,2019-05-29
200447222,0.0,10.0,13.0,22.0,9.0,12.0,2019-05-31,2019-05-29
231327715,1.0,3.0,5.0,4.0,9.0,2.0,2019-05-29,2019-05-29
220392772,0.0,11.0,0.0,7.0,1.0,8.0,2019-05-07,2019-05-28
186511419,1.0,10.0,0.0,6.0,0.0,5.0,2019-05-16,2019-05-16
15487918,3.0,13.0,7.0,25.0,0.0,19.0,2019-05-31,2019-05-31
411092253,0.0,6.0,0.0,3.0,2.0,8.0,2019-05-31,2019-05-25
79922072,6.0,15.0,11.0,12.0,7.0,6.0,2019-05-27,2019-05-30
193827076,2.0,0.0,2.0,0.0,2.0,0.0,2019-05-04,2019-05-04
176482747,,,,,1.0,0.0,2019-05-30,2019-05-30
66412268,0.0,7.0,0.0,4.0,0.0,8.0,2019-05-31,2019-05-31
165164701,,,,,,,,
153632951,,,3.0,0.0,3.0,0.0,2019-05-22,2019-05-22
327779810,1.0,3.0,1.0,11.0,8.0,26.0,2019-05-31,2019-05-31
15440664,,,1.0,1.0,0.0,1.0,2019-05-29,2019-05-29
40073115,0.0,2.0,1.0,8.0,0.0,7.0,2019-05-27,2019-05-27
31171645,11.0,3.0,10.0,4.0,11.0,5.0,2019-05-31,2019-05-28
48325536,16.0,11.0,24.0,1.0,22.0,7.0,2019-05-30,2019-05-28
21623312,1.0,9.0,3.0,4.0,0.0,7.0,2019-05-30,2019-05-30
30090967,3.0,12.0,4.0,16.0,5.0,20.0,2019-05-30,2019-05-31
179459435,0.0,13.0,0.0,11.0,0.0,10.0,2019-05-31,2019-05-31
174582568,,,,,1.0,0.0,2019-05-30,2019-05-30
298917269,,,1.0,0.0,,,,
91599463,9.0,16.0,11.0,17.0,8.0,12.0,2019-05-26,2019-05-27
353811874,,,,,,,,
114493775,0.0,20.0,0.0,20.0,0.0,21.0,2019-05-31,2019-05-31
43832263,1.0,24.0,0.0,22.0,0.0,25.0,2019-05-31,2019-05-31
37695720,0.0,12.0,0.0,14.0,0.0,22.0,2019-05-28,2019-05-28
22120696,1.0,11.0,7.0,13.0,29.0,26.0,2019-05-31,2019-05-29
376983558,,,1.0,1.0,6.0,9.0,2019-05-29,2019-05-31
78233741,,,3.0,0.0,,,,
315950940,12.0,0.0,14.0,0.0,16.0,0.0,2019-05-30,2019-05-30
99221830,1.0,0.0,1.0,0.0,1.0,0.0,2019-05-06,2019-05-06
78088522,,,,,,,,
231928846,3.0,3.0,12.0,0.0,10.0,4.0,2019-05-29,2019-05-30
148222721,,,,,2.0,2.0,2019-05-22,2019-05-26
140734324,0.0,3.0,3.0,5.0,2.0,5.0,2019-05-21,2019-05-22
179091658,9.0,0.0,5.0,0.0,10.0,0.0,2019-05-30,2019-05-30
230098472,0.0,17.0,0.0,15.0,0.0,11.0,2019-05-28,2019-05-28
90460802,0.0,1.0,0.0,2.0,0.0,4.0,2019-05-16,2019-05-16
177969700,,,,,,,,
35741620,1.0,13.0,9.0,7.0,7.0,16.0,2019-05-30,2019-05-28
217527490,12.0,0.0,3.0,0.0,4.0,0.0,2019-05-15,2019-05-15
42281971,0.0,22.0,0.0,21.0,1.0,21.0,2019-05-20,2019-05-30
77882403,0.0,19.0,0.0,13.0,11.0,0.0,2019-05-30,2019-05-30
411495280,17.0,8.0,19.0,5.0,6.0,6.0,2019-05-22,2019-05-31
189223742,12.0,6.0,17.0,4.0,11.0,4.0,2019-05-22,2019-05-22
285653070,13.0,0.0,15.0,0.0,21.0,0.0,2019-05-30,2019-05-30
352657416,0.0,3.0,4.0,9.0,7.0,10.0,2019-05-28,2019-05-28
383058272,8.0,13.0,3.0,9.0,3.0,5.0,2019-05-21,2019-05-13
336193839,7.0,0.0,8.0,3.0,12.0,0.0,2019-05-30,2019-05-30
30932816,0.0,16.0,0.0,3.0,0.0,5.0,2019-05-20,2019-05-20
115367421,0.0,28.0,0.0,18.0,2.0,25.0,2019-05-12,2019-05-31
9982333,,,2.0,0.0,3.0,0.0,2019-05-13,2019-05-13
6564941,1.0,27.0,2.0,20.0,1.0,18.0,2019-05-17,2019-05-31
176260733,5.0,29.0,9.0,28.0,0.0,30.0,2019-05-31,2019-05-31
39955951,0.0,9.0,0.0,4.0,1.0,1.0,2019-05-09,2019-05-16
422727764,,,12.0,0.0,14.0,1.0,2019-05-29,2019-05-02
313215021,1.0,0.0,,,2.0,1.0,2019-05-31,2019-05-31
268195416,0.0,5.0,0.0,6.0,0.0,8.0,2019-05-27,2019-05-27
65503199,0.0,9.0,0.0,5.0,0.0,7.0,2019-05-24,2019-05-24
280562000,0.0,28.0,2.0,24.0,1.0,28.0,2019-05-14,2019-05-31
357882805,0.0,2.0,0.0,2.0,0.0,11.0,2019-05-29,2019-05-29
89678243,2.0,2.0,4.0,6.0,7.0,7.0,2019-05-29,2019-05-30
437077746,,,,,1.0,0.0,2019-05-22,2019-05-22
293334341,2.0,29.0,2.0,23.0,3.0,24.0,2019-05-31,2019-05-31
85352930,0.0,13.0,1.0,8.0,2.0,11.0,2019-05-28,2019-05-25
66813883,,,,,2.0,0.0,2019-05-14,2019-05-14
388039529,2.0,0.0,5.0,0.0,5.0,0.0,2019-05-21,2019-05-21
34201073,,,1.0,0.0,,,,
187033091,7.0,28.0,11.0,24.0,8.0,29.0,2019-05-30,2019-05-31
151029317,3.0,21.0,1.0,28.0,2.0,18.0,2019-05-20,2019-05-31
80387252,11.0,20.0,10.0,19.0,7.0,25.0,2019-05-31,2019-05-31
26484829,5.0,0.0,2.0,0.0,1.0,0.0,2019-05-06,2019-05-06
80621439,11.0,0.0,20.0,0.0,13.0,0.0,2019-05-31,2019-05-31
35497888,1.0,7.0,0.0,6.0,1.0,9.0,2019-05-26,2019-05-28
158785404,0.0,17.0,0.0,13.0,0.0,13.0,2019-05-21,2019-05-21
445845887,,,,,,,,
188876658,0.0,29.0,2.0,29.0,2.0,29.0,2019-05-28,2019-05-31
118848365,13.0,8.0,18.0,16.0,18.0,24.0,2019-05-31,2019-05-31
445494886,,,,,,,,
287771378,14.0,8.0,5.0,5.0,2.0,5.0,2019-05-28,2019-05-29
99612675,1.0,12.0,0.0,16.0,0.0,16.0,2019-05-31,2019-05-31
206635074,4.0,0.0,,,,,,
431849784,,,,,5.0,4.0,2019-05-12,2019-05-28
176811934,7.0,5.0,3.0,4.0,5.0,1.0,2019-05-20,2019-05-17
108293367,2.0,0.0,5.0,0.0,1.0,0.0,2019-05-01,2019-05-01
177991594,6.0,0.0,8.0,0.0,2.0,0.0,2019-05-11,2019-05-11
365776716,31.0,0.0,30.0,0.0,31.0,0.0,2019-05-31,2019-05-31
270451908,3.0,0.0,10.0,0.0,2.0,0.0,2019-05-18,2019-05-18
296225002,,,1.0,0.0,,,,
390640073,6.0,0.0,5.0,0.0,6.0,0.0,2019-05-28,2019-05-28
178451148,0.0,9.0,0.0,6.0,2.0,11.0,2019-05-25,2019-05-31
152810396,31.0,13.0,27.0,18.0,28.0,27.0,2019-05-31,2019-05-31
221321350,9.0,20.0,0.0,16.0,7.0,16.0,2019-05-23,2019-05-31
297855651,8.0,29.0,6.0,20.0,6.0,8.0,2019-05-28,2019-05-26
76718711,0.0,10.0,1.0,10.0,1.0,16.0,2019-05-17,2019-05-30
25632393,1.0,11.0,1.0,23.0,3.0,28.0,2019-05-27,2019-05-31
240108228,17.0,13.0,15.0,6.0,20.0,9.0,2019-05-31,2019-05-27
43878427,10.0,0.0,4.0,0.0,,,,
317044007,10.0,0.0,3.0,0.0,9.0,0.0,2019-05-26,2019-05-26
65347919,,,,,,,,
300582958,0.0,17.0,0.0,12.0,1.0,17.0,2019-05-24,2019-05-24
63973863,16.0,14.0,18.0,13.0,18.0,17.0,2019-05-30,2019-05-28
333553597,6.0,21.0,6.0,12.0,4.0,10.0,2019-05-28,2019-05-30
288512951,,,11.0,2.0,3.0,0.0,2019-05-28,2019-05-28
232862125,2.0,14.0,3.0,23.0,3.0,27.0,2019-05-30,2019-05-31
336972146,,,,,,,,
279500435,10.0,0.0,12.0,0.0,13.0,0.0,2019-05-31,2019-05-31
201362623,25.0,20.0,28.0,28.0,29.0,29.0,2019-05-31,2019-05-31
49192004,17.0,28.0,30.0,27.0,27.0,24.0,2019-05-31,2019-05-31
48428130,3.0,18.0,2.0,9.0,1.0,10.0,2019-05-29,2019-05-30
40765465,7.0,18.0,2.0,9.0,8.0,13.0,2019-05-29,2019-05-31
62548267,11.0,0.0,8.0,0.0,6.0,0.0,2019-05-21,2019-05-21
188087135,2.0,0.0,2.0,14.0,7.0,24.0,2019-05-28,2019-05-31
394911943,0.0,2.0,0.0,4.0,0.0,4.0,2019-05-23,2019-05-23
214626381,0.0,2.0,3.0,4.0,6.0,4.0,2019-05-23,2019-05-28
49603445,12.0,16.0,7.0,5.0,5.0,6.0,2019-05-31,2019-05-29
340169496,4.0,0.0,4.0,0.0,1.0,0.0,2019-05-20,2019-05-20
64667494,3.0,20.0,1.0,10.0,0.0,9.0,2019-05-24,2019-05-24
436400502,,,,,,,,
10603561,3.0,0.0,7.0,0.0,2.0,0.0,2019-05-30,2019-05-30
433575019,,,,,1.0,0.0,2019-05-07,2019-05-07
439943453,,,,,1.0,2.0,2019-05-29,2019-05-31
86196682,18.0,20.0,9.0,12.0,3.0,22.0,2019-05-27,2019-05-31
145288043,31.0,0.0,30.0,15.0,31.0,6.0,2019-05-31,2019-05-12
69915558,4.0,28.0,9.0,23.0,9.0,29.0,2019-05-29,2019-05-31
186607822,17.0,0.0,14.0,0.0,18.0,0.0,2019-05-31,2019-05-31
190958087,2.0,8.0,9.0,19.0,2.0,21.0,2019-05-21,2019-05-30
66847597,,,3.0,0.0,,,,
409006661,9.0,0.0,9.0,0.0,,,,
1560659,,,,,,,,
446765122,,,,,,,,
193049762,0.0,10.0,0.0,14.0,0.0,19.0,2019-05-30,2019-05-30
389012763,,,,,1.0,0.0,2019-05-27,2019-05-27
122957459,2.0,20.0,4.0,24.0,8.0,19.0,2019-05-28,2019-05-31
401412096,,,1.0,1.0,1.0,1.0,2019-05-08,2019-05-14
25388518,7.0,14.0,10.0,17.0,12.0,21.0,2019-05-31,2019-05-31
332738629,13.0,2.0,9.0,11.0,12.0,3.0,2019-05-31,2019-05-17
255637988,,,,,,,,
11768088,5.0,6.0,12.0,8.0,6.0,3.0,2019-05-27,2019-05-23
214813046,23.0,29.0,24.0,29.0,30.0,30.0,2019-05-31,2019-05-31
324260762,14.0,19.0,14.0,10.0,4.0,9.0,2019-05-31,2019-05-30
202258846,0.0,1.0,2.0,2.0,2.0,5.0,2019-05-21,2019-05-16
167005911,3.0,22.0,4.0,22.0,10.0,21.0,2019-05-31,2019-05-31
402992040,,,,,,,,
80864335,,,2.0,1.0,3.0,18.0,2019-05-28,2019-05-29
291675982,1.0,0.0,2.0,0.0,1.0,0.0,2019-05-16,2019-05-16
27934575,,,,,3.0,0.0,2019-05-28,2019-05-28
188090693,4.0,13.0,7.0,8.0,12.0,6.0,2019-05-26,2019-05-30
128634206,4.0,8.0,6.0,6.0,0.0,4.0,2019-05-17,2019-05-17
95255953,0.0,23.0,0.0,20.0,0.0,22.0,2019-05-31,2019-05-31
83174754,2.0,17.0,1.0,20.0,0.0,23.0,2019-05-31,2019-05-31
20663512,13.0,25.0,14.0,24.0,5.0,25.0,2019-05-25,2019-05-31
63925296,5.0,7.0,1.0,3.0,0.0,2.0,2019-05-31,2019-05-31
157505778,4.0,0.0,,,,,,
341746736,1.0,19.0,0.0,18.0,1.0,16.0,2019-05-22,2019-05-29
246362728,,,,,5.0,0.0,2019-05-31,2019-05-31
313459729,2.0,9.0,3.0,5.0,0.0,1.0,2019-05-04,2019-05-04
431774853,,,1.0,0.0,14.0,0.0,2019-05-30,2019-05-30
78348620,0.0,7.0,2.0,9.0,3.0,13.0,2019-05-04,2019-05-26
71356852,0.0,16.0,0.0,15.0,0.0,20.0,2019-05-31,2019-05-31
165413557,1.0,22.0,2.0,19.0,0.0,21.0,2019-05-31,2019-05-31
423455562,,,12.0,0.0,8.0,13.0,2019-05-27,2019-05-31
435270919,,,,,4.0,5.0,2019-05-26,2019-05-25
119542054,8.0,0.0,11.0,0.0,3.0,0.0,2019-05-05,2019-05-05
21638649,3.0,17.0,1.0,20.0,2.0,12.0,2019-05-04,2019-05-23
416330879,,,1.0,0.0,,,,
305557831,0.0,11.0,0.0,24.0,0.0,31.0,2019-05-31,2019-05-31
260160361,11.0,25.0,17.0,25.0,26.0,29.0,2019-05-31,2019-05-31
431351914,,,1.0,1.0,17.0,12.0,2019-05-31,2019-05-31
180707974,0.0,15.0,0.0,27.0,0.0,22.0,2019-05-27,2019-05-27
163991781,6.0,10.0,0.0,7.0,0.0,6.0,2019-05-29,2019-05-29
94062590,4.0,18.0,4.0,14.0,3.0,14.0,2019-05-24,2019-05-29
415597359,5.0,20.0,9.0,30.0,10.0,30.0,2019-05-31,2019-05-31
326404283,1.0,0.0,4.0,0.0,7.0,0.0,2019-05-31,2019-05-31
2866413,4.0,6.0,4.0,8.0,4.0,3.0,2019-05-28,2019-05-15
41519120,11.0,0.0,5.0,0.0,12.0,0.0,2019-05-31,2019-05-31
212620084,4.0,3.0,,,,,,
113063480,19.0,30.0,18.0,29.0,28.0,30.0,2019-05-31,2019-05-31
118943561,0.0,11.0,0.0,7.0,0.0,14.0,2019-05-31,2019-05-31
332033809,5.0,18.0,5.0,15.0,2.0,9.0,2019-05-05,2019-05-30
170191414,0.0,7.0,0.0,9.0,,,,
80243647,1.0,1.0,1.0,6.0,2.0,3.0,2019-05-08,2019-05-28
164472679,7.0,22.0,1.0,20.0,11.0,17.0,2019-05-28,2019-05-24
156841898,,,,,9.0,0.0,2019-05-28,2019-05-28
171098166,0.0,21.0,7.0,22.0,2.0,25.0,2019-05-29,2019-05-31
406379914,,,,,0.0,3.0,2019-05-27,2019-05-27
196183674,0.0,7.0,0.0,5.0,4.0,18.0,2019-05-23,2019-05-28
429746126,,,2.0,2.0,0.0,8.0,2019-05-17,2019-05-17
438113610,,,,,7.0,0.0,2019-05-31,2019-05-31
199669231,5.0,0.0,13.0,0.0,9.0,0.0,2019-05-27,2019-05-27
48028095,4.0,15.0,3.0,20.0,6.0,15.0,2019-05-30,2019-05-29
292750471,23.0,0.0,17.0,0.0,18.0,8.0,2019-05-30,2019-05-31
377234974,10.0,7.0,10.0,7.0,7.0,12.0,2019-05-28,2019-05-29
173947637,,,1.0,0.0,3.0,0.0,2019-05-11,2019-05-11
7487199,1.0,0.0,1.0,2.0,0.0,2.0,2019-05-27,2019-05-27
32033615,1.0,0.0,3.0,0.0,6.0,0.0,2019-05-31,2019-05-31
135668731,,,,,1.0,0.0,2019-05-20,2019-05-20
153379238,5.0,9.0,11.0,6.0,11.0,7.0,2019-05-30,2019-05-27
82769962,6.0,9.0,8.0,20.0,6.0,16.0,2019-05-16,2019-05-31
181975603,1.0,1.0,0.0,4.0,1.0,14.0,2019-05-06,2019-05-22
257061200,,,,,,,,
78016355,19.0,11.0,18.0,14.0,26.0,11.0,2019-05-31,2019-05-31
209311590,5.0,0.0,1.0,0.0,,,,
22355329,0.0,14.0,2.0,14.0,7.0,20.0,2019-05-29,2019-05-31
200933060,,,,,3.0,0.0,2019-05-24,2019-05-24
161400650,,,0.0,2.0,0.0,7.0,2019-05-27,2019-05-27
116187685,9.0,31.0,3.0,28.0,11.0,29.0,2019-05-31,2019-05-31
270525604,3.0,0.0,3.0,0.0,,,,
397613845,,,,,,,,
188502153,1.0,4.0,12.0,3.0,12.0,12.0,2019-05-20,2019-05-19
392812025,9.0,0.0,9.0,0.0,7.0,0.0,2019-05-30,2019-05-30
92563947,5.0,26.0,1.0,23.0,2.0,21.0,2019-05-17,2019-05-28
77087617,0.0,31.0,0.0,30.0,23.0,31.0,2019-05-31,2019-05-31
239783091,0.0,1.0,,,,,,
345025814,0.0,2.0,2.0,4.0,3.0,7.0,2019-05-07,2019-05-17
12447988,5.0,0.0,6.0,0.0,10.0,0.0,2019-05-27,2019-05-27
206756294,5.0,2.0,4.0,0.0,,,,
80712718,4.0,19.0,5.0,19.0,5.0,25.0,2019-05-29,2019-05-30
236681922,0.0,3.0,1.0,4.0,2.0,6.0,2019-05-30,2019-05-30
242271885,15.0,15.0,11.0,6.0,7.0,4.0,2019-05-30,2019-05-31
413118718,,,14.0,0.0,9.0,0.0,2019-05-26,2019-05-26
64386171,,,,,,,,
184779016,4.0,0.0,4.0,0.0,4.0,0.0,2019-05-24,2019-05-24
23799781,9.0,3.0,11.0,5.0,12.0,0.0,2019-05-24,2019-05-24
340805469,1.0,0.0,7.0,0.0,5.0,3.0,2019-05-31,2019-05-28
442689570,,,,,,,,
442050281,,,,,,,,
56978084,4.0,15.0,6.0,24.0,4.0,25.0,2019-05-15,2019-05-31
66902490,2.0,0.0,6.0,0.0,2.0,0.0,2019-05-28,2019-05-28
135444093,0.0,11.0,2.0,11.0,6.0,24.0,2019-05-30,2019-05-31
441188967,,,,,,,,
20787232,,,,,,,,
82481847,2.0,5.0,8.0,3.0,10.0,11.0,2019-05-28,2019-05-21
75536788,2.0,0.0,3.0,0.0,6.0,0.0,2019-05-24,2019-05-24
174530589,8.0,25.0,10.0,26.0,24.0,28.0,2019-05-29,2019-05-31
357966319,15.0,0.0,18.0,0.0,16.0,0.0,2019-05-29,2019-05-29
205482316,0.0,17.0,0.0,15.0,0.0,30.0,2019-05-30,2019-05-30
57900350,6.0,31.0,2.0,10.0,,,,
129657849,0.0,17.0,0.0,16.0,0.0,7.0,2019-05-31,2019-05-31
428019301,,,13.0,0.0,31.0,0.0,2019-05-31,2019-05-31
151360204,5.0,11.0,5.0,17.0,5.0,12.0,2019-05-31,2019-05-31
42238419,2.0,11.0,0.0,11.0,0.0,8.0,2019-05-29,2019-05-29
160359843,,,,,,,,
287377001,4.0,15.0,5.0,9.0,8.0,8.0,2019-05-19,2019-05-30
11739951,2.0,9.0,6.0,14.0,0.0,6.0,2019-05-28,2019-05-28
136653162,0.0,25.0,2.0,26.0,2.0,25.0,2019-05-23,2019-05-30
149562164,22.0,31.0,26.0,30.0,25.0,31.0,2019-05-31,2019-05-31
152889743,19.0,31.0,12.0,30.0,16.0,21.0,2019-05-29,2019-05-31
134349430,4.0,11.0,4.0,9.0,2.0,16.0,2019-05-31,2019-05-31
360889479,,,,,,,,
71580348,3.0,24.0,10.0,26.0,3.0,26.0,2019-05-18,2019-05-31
279788538,,,,,2.0,0.0,2019-05-20,2019-05-20
42303321,6.0,12.0,6.0,8.0,1.0,6.0,2019-05-24,2019-05-28
178426629,,,,,0.0,25.0,2019-05-31,2019-05-31
130764733,1.0,17.0,,,,,,
145688971,4.0,0.0,6.0,0.0,8.0,7.0,2019-05-23,2019-05-17
154676770,1.0,12.0,3.0,15.0,2.0,20.0,2019-05-10,2019-05-31
443192676,,,,,,,,
21082671,5.0,23.0,0.0,17.0,1.0,21.0,2019-05-02,2019-05-31
186685968,25.0,31.0,21.0,28.0,5.0,23.0,2019-05-28,2019-05-31
71759045,6.0,8.0,5.0,8.0,7.0,5.0,2019-05-27,2019-05-30
64545382,,,3.0,0.0,4.0,0.0,2019-05-31,2019-05-31
167927532,1.0,19.0,0.0,16.0,0.0,24.0,2019-05-30,2019-05-30
