CITY,CUS_CUST_ID_BUY,GENDER,RANGO_EDAD,TARJETAS,ESTADO
san nicolas,151271321,female,05.Entre 36 y 40 años,Debit Card,capital federal
tortuguitas,322267216,male,00. Sin Dato,Debit Card,buenos aires
charata,347288633,female,05.Entre 36 y 40 años,Account Money,chaco
villa pueyrredon,224953169,female,07.Entre 56 y 65 años,Credit Card,buenos aires
ayacucho,26760735,Unknown,03.Entre 26 y 30 años,Debit Card,buenos aires
corrientes,188341573,male,03.Entre 26 y 30 años,Credit Card,corrientes
tigre/gral pacheco /ferrini,271598417,Unknown,05.Entre 36 y 40 años,Credit Card,buenos aires
caba,39672789,male,04.Entre 31 y 35 años,Debit Card,capital federal
miraflores,112617511,female,04.Entre 31 y 35 años,Credit Card,cordoba
nuñez,284363037,male,02.Entre 18 y 25 años,Account Money,capital federal
san telmo,130957350,female,04.Entre 31 y 35 años,Credit Card,capital federal
yerba buena,169658081,male,03.Entre 26 y 30 años,Account Money,tucuman
chascomus,327097940,female,06.Entre 41 y 55 años,Credit Card,buenos aires
olivos,17433139,Unknown,07.Entre 56 y 65 años,Credit Card,buenos aires
parana,131160019,male,02.Entre 18 y 25 años,Account Money,capital federal
rosario,263819505,male,02.Entre 18 y 25 años,Account Money,santa fe
,82389977,male,00. Sin Dato,Credit Card,buenos aires
buenos aires,213779209,male,03.Entre 26 y 30 años,Debit Card,buenos aires
mariano acosta,240524659,Unknown,00. Sin Dato,Ticket,buenos aires
rafael castillo,174940870,female,04.Entre 31 y 35 años,Debit Card,buenos aires
mar del plata,180675835,female,05.Entre 36 y 40 años,Credit Card,buenos aires
naschel,221109289,female,06.Entre 41 y 55 años,Account Money,san luis
clorinda,159269853,male,03.Entre 26 y 30 años,Account Money,formosa
boedo,33337013,female,05.Entre 36 y 40 años,Credit Card,capital federal
san fernando del valle de catamarca,247519558,female,03.Entre 26 y 30 años,Ticket,catamarca
lanus,81078592,male,05.Entre 36 y 40 años,Credit Card,buenos aires
capital federal,226463033,male,08.Mayor de 65 años,Debit Card,capital federal
rodeo del medio,158885629,male,05.Entre 36 y 40 años,Credit Card,mendoza
congreso,153768929,male,04.Entre 31 y 35 años,Credit Card,capital federal
beltran,354537700,female,06.Entre 41 y 55 años,Account Money,santiago del estero
mar del plata,163803801,female,06.Entre 41 y 55 años,Credit Card,buenos aires
san miguel,430557072,female,00. Sin Dato,Account Money,buenos aires
buenosaires,97822999,male,06.Entre 41 y 55 años,Credit Card,capital federal
olivos,306465687,male,03.Entre 26 y 30 años,Account Money,capital federal
caba,21463752,female,04.Entre 31 y 35 años,Credit Card,capital federal
villa urquiza,44201822,female,06.Entre 41 y 55 años,Credit Card,capital federal
sata clara de saquier sara fe,353207540,female,05.Entre 36 y 40 años,Account Money,santa fe
montserrat,199089896,male,05.Entre 36 y 40 años,Ticket,capital federal
caba,83733414,male,05.Entre 36 y 40 años,Debit Card,buenos aires
,19141270,male,06.Entre 41 y 55 años,Credit Card,buenos aires
caba,59452576,female,04.Entre 31 y 35 años,Credit Card,capital federal
moreno,174954269,male,02.Entre 18 y 25 años,Debit Card,buenos aires
villa ballester,239952684,female,07.Entre 56 y 65 años,Debit Card,buenos aires
gualeguay,119371811,male,06.Entre 41 y 55 años,Account Money,entre rios
san isidro,391660135,male,06.Entre 41 y 55 años,Account Money,buenos aires
san juan,246106930,female,06.Entre 41 y 55 años,Credit Card,san juan
ibarreta,348602382,Unknown,04.Entre 31 y 35 años,Account Money,formosa
martinez,160923723,female,03.Entre 26 y 30 años,Debit Card,buenos aires
nordelta,92801197,female,06.Entre 41 y 55 años,Credit Card,buenos aires
cordoba,96467892,male,05.Entre 36 y 40 años,Debit Card,cordoba
mendoza,373738372,male,06.Entre 41 y 55 años,Account Money,mendoza
wheelwright,204496185,male,06.Entre 41 y 55 años,Ticket,santa fe
posadas,302163477,female,00. Sin Dato,Credit Card,misiones
parana,193916338,female,00. Sin Dato,Debit Card,entre rios
,133530173,male,05.Entre 36 y 40 años,Debit Card,santa fe
lujan,38746955,male,03.Entre 26 y 30 años,Credit Card,buenos aires
venado tuerto,48754623,male,03.Entre 26 y 30 años,Credit Card,santa fe
rosario,60406146,male,05.Entre 36 y 40 años,Debit Card,santa fe
,41644466,female,04.Entre 31 y 35 años,Debit Card,chubut
,90840290,male,04.Entre 31 y 35 años,Credit Card,buenos aires
plaza italia,263409177,female,03.Entre 26 y 30 años,Credit Card,capital federal
avellaneda,409930834,female,06.Entre 41 y 55 años,Credit Card,buenos aires
olivos,61262421,male,03.Entre 26 y 30 años,Credit Card,buenos aires
san martin,43299573,male,06.Entre 41 y 55 años,Credit Card,buenos aires
caba,118712638,female,03.Entre 26 y 30 años,Account Money,capital federal
moreno,82451273,male,00. Sin Dato,Debit Card,buenos aires
salta capital,172780018,male,07.Entre 56 y 65 años,Account Money,tucuman
moreno,163840665,male,06.Entre 41 y 55 años,Credit Card,buenos aires
villa tesei,221697437,female,07.Entre 56 y 65 años,Debit Card,buenos aires
santa fe,159992055,male,04.Entre 31 y 35 años,Credit Card,santa fe
capital federal / retiro,58958703,male,06.Entre 41 y 55 años,Credit Card,capital federal
caba,46895203,female,08.Mayor de 65 años,Credit Card,capital federal
villa crespo,5450677,male,04.Entre 31 y 35 años,Debit Card,buenos aires
parana,160291062,female,03.Entre 26 y 30 años,Account Money,entre rios
mataderos,25197190,male,04.Entre 31 y 35 años,Credit Card,capital federal
lanus. monte chingolo,186730596,male,02.Entre 18 y 25 años,Credit Card,buenos aires
neuquen,148467387,male,03.Entre 26 y 30 años,Credit Card,neuquen
ituzaingo,335523806,female,06.Entre 41 y 55 años,Account Money,buenos aires
buenos aires,93902628,male,05.Entre 36 y 40 años,Debit Card,capital federal
vicente lopez. florida,84858032,male,04.Entre 31 y 35 años,Credit Card,buenos aires
pilar,321066864,male,02.Entre 18 y 25 años,Debit Card,buenos aires
corrientes,130501626,male,04.Entre 31 y 35 años,Debit Card,corrientes
san salvador de jujuy,186093914,male,03.Entre 26 y 30 años,Ticket,salta
,92656501,male,04.Entre 31 y 35 años,Credit Card,capital federal
glew,236168842,male,05.Entre 36 y 40 años,Account Money,capital federal
ciudad autonoma de buenos aires,157915364,female,05.Entre 36 y 40 años,Credit Card,capital federal
el palomar,953723,male,05.Entre 36 y 40 años,Account Money,buenos aires
banfield,21142942,female,06.Entre 41 y 55 años,Credit Card,buenos aires
villa del totoral,181930717,male,05.Entre 36 y 40 años,Credit Card,cordoba
guernica,29039474,male,04.Entre 31 y 35 años,Debit Card,buenos aires
gualeguaychu,76792780,male,04.Entre 31 y 35 años,Account Money,entre rios
santa rosa. barrio aeropuerto,90792883,female,06.Entre 41 y 55 años,Debit Card,la pampa
buenos aires,420150197,female,02.Entre 18 y 25 años,Credit Card,buenos aires
belgrano,47015229,male,00. Sin Dato,Credit Card,buenos aires
caba,349451355,male,06.Entre 41 y 55 años,Credit Card,capital federal
ituzaingo,133772084,female,04.Entre 31 y 35 años,Credit Card,buenos aires
olivos,76817677,female,05.Entre 36 y 40 años,Credit Card,buenos aires
moreno,170591598,female,06.Entre 41 y 55 años,Credit Card,buenos aires
san antonio de padua,197128173,male,03.Entre 26 y 30 años,Credit Card,buenos aires
santoslugares,56602421,male,08.Mayor de 65 años,Credit Card,buenos aires
quilmes,116448753,female,03.Entre 26 y 30 años,Credit Card,buenos aires
tigre,377616461,male,02.Entre 18 y 25 años,Debit Card,buenos aires
rosario,171220055,male,02.Entre 18 y 25 años,Debit Card,santa fe
villa del parque,94045902,female,06.Entre 41 y 55 años,Credit Card,capital federal
la plata,202872253,female,06.Entre 41 y 55 años,Credit Card,buenos aires
villa mercedes,10473432,male,03.Entre 26 y 30 años,Credit Card,san luis
capital federal,117033648,male,06.Entre 41 y 55 años,Credit Card,capital federal
san juan,439423362,female,05.Entre 36 y 40 años,Debit Card,san juan
san justo,248187333,male,04.Entre 31 y 35 años,Ticket,santa fe
saavedra,106157816,Unknown,03.Entre 26 y 30 años,Debit Card,capital federal
isidro casanova,45875689,male,06.Entre 41 y 55 años,Account Money,gran buenos aires
quilmes,231347900,female,04.Entre 31 y 35 años,Debit Card,buenos aires
carcaraña,373446547,female,05.Entre 36 y 40 años,Account Money,santa fe
pilar,193192327,male,04.Entre 31 y 35 años,Credit Card,buenos aires
capital federal,99503036,male,04.Entre 31 y 35 años,Credit Card,capital federal
lomas de zamora,94848923,male,06.Entre 41 y 55 años,Debit Card,buenos aires
maipu,59297583,female,06.Entre 41 y 55 años,Credit Card,mendoza
rosario,149525308,male,07.Entre 56 y 65 años,Debit Card,santa fe
,107897694,female,06.Entre 41 y 55 años,Credit Card,buenos aires
concepcion,367129550,male,04.Entre 31 y 35 años,Account Money,tucuman
chacarita,8723070,female,06.Entre 41 y 55 años,Credit Card,capital federal
capital,198571145,male,04.Entre 31 y 35 años,Credit Card,cordoba
caba,90428843,female,04.Entre 31 y 35 años,Account Money,capital federal
caballito,128042661,female,08.Mayor de 65 años,Ticket,capital federal
,57574804,male,07.Entre 56 y 65 años,Debit Card,buenos aires
resistencia,73622850,male,06.Entre 41 y 55 años,Account Money,chaco
,23594889,male,06.Entre 41 y 55 años,Debit Card,san juan
carmen de patagones,205464904,female,05.Entre 36 y 40 años,Credit Card,buenos aires
cordoba,97819186,male,06.Entre 41 y 55 años,Debit Card,cordoba
san javier,207462582,male,05.Entre 36 y 40 años,Credit Card,misiones
parque patricios,414433908,male,04.Entre 31 y 35 años,Debit Card,capital federal
resistencia,216055010,female,03.Entre 26 y 30 años,Credit Card,chaco
mendoza,22326740,female,05.Entre 36 y 40 años,Debit Card,mendoza
villa ballester,37068051,female,04.Entre 31 y 35 años,Credit Card,buenos aires
capital federal,59473851,male,07.Entre 56 y 65 años,Credit Card,capital federal
acheral,210907926,male,02.Entre 18 y 25 años,Account Money,tucuman
caba,199966043,female,04.Entre 31 y 35 años,Account Money,buenos aires
bahiablanca,29551482,male,04.Entre 31 y 35 años,Credit Card,buenos aires
munro,3566126,male,04.Entre 31 y 35 años,Credit Card,buenos aires
florencio varela,152097979,female,02.Entre 18 y 25 años,Account Money,buenos aires
general madariaga san martin a,280102198,female,02.Entre 18 y 25 años,Account Money,buenos aires
santa fe,267006090,male,05.Entre 36 y 40 años,Credit Card,santa fe
florencio varela 5 de enero,310565382,female,03.Entre 26 y 30 años,Debit Card,buenos aires
capital federal,73432123,female,06.Entre 41 y 55 años,Credit Card,capital federal
longchamps,421887419,female,03.Entre 26 y 30 años,Debit Card,buenos aires
hurlingham,147574833,Unknown,03.Entre 26 y 30 años,Credit Card,buenos aires
capital federal,237838772,female,03.Entre 26 y 30 años,Credit Card,buenos aires
florencio varela,294388626,female,06.Entre 41 y 55 años,Credit Card,buenos aires
san miguel,103884278,male,03.Entre 26 y 30 años,Debit Card,buenos aires
san isidro,133679039,Unknown,03.Entre 26 y 30 años,Account Money,buenos aires
caba,89682362,male,06.Entre 41 y 55 años,Credit Card,capital federal
flores,125841454,female,03.Entre 26 y 30 años,Debit Card,capital federal
plottier,225643866,male,03.Entre 26 y 30 años,Debit Card,rio negro
san miguel de tucuman,279765753,female,02.Entre 18 y 25 años,Account Money,tucuman
capital federal,159090813,female,02.Entre 18 y 25 años,Debit Card,capital federal
hurlingham,22363303,male,04.Entre 31 y 35 años,Credit Card,buenos aires
,98458764,female,04.Entre 31 y 35 años,Credit Card,buenos aires
paso grande,120399548,female,07.Entre 56 y 65 años,Debit Card,san luis
marcos juarez,189291338,female,05.Entre 36 y 40 años,Credit Card,cordoba
villa pueyrredon,156120439,Unknown,00. Sin Dato,Credit Card,capital federal
san justo,75355981,male,06.Entre 41 y 55 años,Credit Card,buenos aires
capital federal,15048078,female,04.Entre 31 y 35 años,Debit Card,buenos aires
salta,59267397,female,06.Entre 41 y 55 años,Credit Card,salta
la plata,96908686,Unknown,05.Entre 36 y 40 años,Debit Card,buenos aires
,156892643,female,06.Entre 41 y 55 años,Credit Card,entre rios
mendoza,80349254,male,05.Entre 36 y 40 años,Debit Card,mendoza
quilmes,153404155,female,03.Entre 26 y 30 años,Credit Card,buenos aires
,65049186,female,06.Entre 41 y 55 años,Credit Card,buenos aires
caballito,84353622,female,06.Entre 41 y 55 años,Account Money,capital federal
fontana,436322164,Unknown,00. Sin Dato,Debit Card,chaco
parque patricios,228685023,male,00. Sin Dato,Account Money,capital federal
cordoba,322031726,male,05.Entre 36 y 40 años,Account Money,cordoba
"matheu, partido de escobar",230596086,male,03.Entre 26 y 30 años,Credit Card,buenos aires
san luis,259062227,female,02.Entre 18 y 25 años,Account Money,san luis
piñeyro,62537855,male,05.Entre 36 y 40 años,Credit Card,buenos aires
muñiz,242757878,female,06.Entre 41 y 55 años,Account Money,buenos aires
puerto madero,353558209,male,02.Entre 18 y 25 años,Credit Card,capital federal
jose clemente paz,201299547,female,02.Entre 18 y 25 años,Debit Card,buenos aires
caba,52716409,female,04.Entre 31 y 35 años,Credit Card,capital federal
lomas de zamora,11011622,male,05.Entre 36 y 40 años,Debit Card,buenos aires
salta,272145497,female,06.Entre 41 y 55 años,Account Money,salta
caba,401436900,female,03.Entre 26 y 30 años,Debit Card,capital federal
villa lugano,144437289,male,07.Entre 56 y 65 años,Credit Card,capital federal
villa crespo,85400315,female,06.Entre 41 y 55 años,Credit Card,capital federal
caba,156671227,female,03.Entre 26 y 30 años,Credit Card,capital federal
capital federal,83791128,male,03.Entre 26 y 30 años,Credit Card,capital federal
mar del plata,181704085,male,04.Entre 31 y 35 años,Credit Card,buenos aires
cordoba,239245698,female,07.Entre 56 y 65 años,Debit Card,cordoba
olmos,332254065,female,03.Entre 26 y 30 años,Credit Card,buenos aires
mataderos,227160603,male,07.Entre 56 y 65 años,Account Money,buenos aires
capital federal,219069165,female,04.Entre 31 y 35 años,Debit Card,capital federal
san nicolas,152144513,female,05.Entre 36 y 40 años,Credit Card,capital federal
,27966797,male,05.Entre 36 y 40 años,Account Money,buenos aires
zapala,217871661,female,03.Entre 26 y 30 años,Credit Card,neuquen
chimbas,9119816,male,06.Entre 41 y 55 años,Account Money,mendoza
ciudad evita,202893623,male,02.Entre 18 y 25 años,Account Money,formosa
mar del plata,49579290,male,03.Entre 26 y 30 años,Account Money,buenos aires
general arenales,188514945,female,02.Entre 18 y 25 años,Credit Card,buenos aires
san miguel de tucuman,22555597,male,06.Entre 41 y 55 años,Account Money,tucuman
burzaco,331726891,female,02.Entre 18 y 25 años,Account Money,buenos aires
la puntilla. dpto tinogasta,55450416,female,08.Mayor de 65 años,Credit Card,capital federal
,139296018,female,05.Entre 36 y 40 años,Debit Card,santa fe
lomas del mirador,184978310,Unknown,02.Entre 18 y 25 años,Account Money,buenos aires
villasoldati,184993522,male,03.Entre 26 y 30 años,Credit Card,capital federal
,68672342,male,04.Entre 31 y 35 años,Debit Card,buenos aires
banfield,79040050,male,05.Entre 36 y 40 años,Credit Card,buenos aires
olivos,201458340,Unknown,03.Entre 26 y 30 años,Account Money,capital federal
belgrano,229760470,male,04.Entre 31 y 35 años,Credit Card,capital federal
calilegua,180075583,male,03.Entre 26 y 30 años,Account Money,jujuy
chacarita,14608331,female,00. Sin Dato,Debit Card,buenos aires
rosario,256231509,female,05.Entre 36 y 40 años,Credit Card,entre rios
capital federal,143028152,male,02.Entre 18 y 25 años,Debit Card,buenos aires
cinco saltos,103682934,male,06.Entre 41 y 55 años,Debit Card,rio negro
buenos aires,19230394,female,05.Entre 36 y 40 años,Credit Card,buenos aires
san telmo,92576561,male,04.Entre 31 y 35 años,Credit Card,gran buenos aires
city bell,372608843,male,00. Sin Dato,Account Money,buenos aires
caba,49353838,female,06.Entre 41 y 55 años,Debit Card,capital federal
la paternal,162181413,male,00. Sin Dato,Credit Card,capital federal
plaza las heras,298504757,male,05.Entre 36 y 40 años,Debit Card,capital federal
puerto deseado,39325290,female,07.Entre 56 y 65 años,Debit Card,santa cruz
monserrat,65558168,male,04.Entre 31 y 35 años,Account Money,capital federal
san miguel de tucuman,160824514,male,02.Entre 18 y 25 años,Credit Card,tucuman
florencio varela,434918584,female,03.Entre 26 y 30 años,Debit Card,buenos aires
san miguel,420315329,male,06.Entre 41 y 55 años,Account Money,buenos aires
parque chacabuco,20044619,female,06.Entre 41 y 55 años,Debit Card,capital federal
la plata,427211986,male,00. Sin Dato,Account Money,buenos aires
ituzaingo,7482140,female,04.Entre 31 y 35 años,Credit Card,buenos aires
corrientes,202037344,female,03.Entre 26 y 30 años,Credit Card,corrientes
vicente lopez,127247581,female,05.Entre 36 y 40 años,Credit Card,buenos aires
villa pueyrredon,140664413,Unknown,06.Entre 41 y 55 años,Account Money,capital federal
la plata,136997087,female,06.Entre 41 y 55 años,Credit Card,buenos aires
caballito,4006357,female,04.Entre 31 y 35 años,Credit Card,capital federal
bahia blanca,242414234,male,02.Entre 18 y 25 años,Debit Card,buenos aires
capital federal,42821955,male,05.Entre 36 y 40 años,Credit Card,capital federal
,154715069,female,04.Entre 31 y 35 años,Debit Card,neuquen
c.a.b.a,57598298,female,06.Entre 41 y 55 años,Credit Card,capital federal
moreno,191898238,Unknown,06.Entre 41 y 55 años,Credit Card,buenos aires
santa fe,224041140,male,03.Entre 26 y 30 años,Credit Card,la pampa
cordoba,430004736,male,02.Entre 18 y 25 años,Account Money,cordoba
almagro,49750828,male,04.Entre 31 y 35 años,Credit Card,capital federal
neuquen,139688137,male,02.Entre 18 y 25 años,Debit Card,buenos aires
san antonio de padua,15153443,female,06.Entre 41 y 55 años,Account Money,capital federal
bahia blanca,172722716,male,02.Entre 18 y 25 años,Credit Card,buenos aires
mar del plata,204510606,female,02.Entre 18 y 25 años,Credit Card,buenos aires
ciudad autonoma de buenos aires,259858497,female,05.Entre 36 y 40 años,Debit Card,capital federal
villa del parque,29815611,female,07.Entre 56 y 65 años,Credit Card,capital federal
capital federal,65711207,male,00. Sin Dato,Account Money,capital federal
vicente lopez,215294510,male,06.Entre 41 y 55 años,Debit Card,buenos aires
barrio rawson,180892401,male,04.Entre 31 y 35 años,Debit Card,san juan
la plata,165134758,male,05.Entre 36 y 40 años,Credit Card,buenos aires
quilmes,298753806,female,02.Entre 18 y 25 años,Credit Card,buenos aires
victorica,143160126,male,07.Entre 56 y 65 años,Credit Card,la pampa
ciudad autonoma de buenos aires,27811072,male,05.Entre 36 y 40 años,Debit Card,buenos aires
mayor vicente edmundo villafañe,331395729,female,06.Entre 41 y 55 años,Account Money,formosa
capital federal,83929981,female,04.Entre 31 y 35 años,Credit Card,capital federal
quilmes,211281674,male,05.Entre 36 y 40 años,Account Money,rio negro
villalugano,175728397,female,00. Sin Dato,Account Money,capital federal
caba,59481980,male,06.Entre 41 y 55 años,Credit Card,capital federal
plaza italia,238612625,male,03.Entre 26 y 30 años,Debit Card,capital federal
valle hermoso,225475895,female,02.Entre 18 y 25 años,Account Money,cordoba
la plata,192509662,female,00. Sin Dato,Account Money,buenos aires
tancacha,318694138,female,02.Entre 18 y 25 años,Credit Card,cordoba
san nicolas,179258616,female,07.Entre 56 y 65 años,Credit Card,buenos aires
san isidro,50820651,male,04.Entre 31 y 35 años,Account Money,buenos aires
capital federal,99121601,male,00. Sin Dato,Credit Card,capital federal
rosario,34173,female,05.Entre 36 y 40 años,Account Money,santa fe
santa sylvina,305296253,male,02.Entre 18 y 25 años,Account Money,chaco
villa dolores,227059192,Unknown,00. Sin Dato,Account Money,capital federal
cordoba,309384286,male,00. Sin Dato,Account Money,santa fe
haedo,187377388,female,02.Entre 18 y 25 años,Credit Card,buenos aires
corrientes,188600509,female,06.Entre 41 y 55 años,Debit Card,corrientes
villa ballester,38715854,male,06.Entre 41 y 55 años,Credit Card,buenos aires
avellanedavilla dominico,66654110,female,03.Entre 26 y 30 años,Debit Card,buenos aires
garupa,277095917,Unknown,02.Entre 18 y 25 años,Account Money,chaco
,151752651,male,06.Entre 41 y 55 años,Credit Card,buenos aires
posadas,38765286,male,00. Sin Dato,Debit Card,misiones
cordoba,390392548,male,00. Sin Dato,Account Money,cordoba
palermo,135763604,male,03.Entre 26 y 30 años,Debit Card,capital federal
benavidez,189459869,male,03.Entre 26 y 30 años,Credit Card,buenos aires
caballito,152795192,female,06.Entre 41 y 55 años,Credit Card,capital federal
congreso,128093952,female,04.Entre 31 y 35 años,Debit Card,capital federal
san miguel de tucuman,23598689,male,03.Entre 26 y 30 años,Credit Card,tucuman
tigre,184842588,male,05.Entre 36 y 40 años,Debit Card,buenos aires
capital federal,235431531,female,06.Entre 41 y 55 años,Debit Card,capital federal
,57626486,female,06.Entre 41 y 55 años,Credit Card,chubut
tigre,40155402,male,05.Entre 36 y 40 años,Credit Card,buenos aires
esteban echeverria,62465137,male,06.Entre 41 y 55 años,Credit Card,buenos aires
concepcion del uruguay,62247086,male,06.Entre 41 y 55 años,Debit Card,entre rios
puertorico,24082705,male,03.Entre 26 y 30 años,Account Money,misiones
caba,78276841,male,05.Entre 36 y 40 años,Credit Card,capital federal
esquina corrientes,305510880,female,05.Entre 36 y 40 años,Credit Card,corrientes
zarate,113809585,male,06.Entre 41 y 55 años,Credit Card,buenos aires
san rafael,346681542,male,03.Entre 26 y 30 años,Account Money,mendoza
monserrat,177664380,female,04.Entre 31 y 35 años,Credit Card,capital federal
junin,167299835,male,02.Entre 18 y 25 años,Credit Card,buenos aires
tristan suarez,447547964,female,03.Entre 26 y 30 años,Debit Card,buenos aires
nuñez,158237638,male,03.Entre 26 y 30 años,Credit Card,capital federal
capital federal,177518315,male,03.Entre 26 y 30 años,Credit Card,capital federal
santiago del estero,195735821,female,07.Entre 56 y 65 años,Credit Card,santiago del estero
capital federal,66302901,female,04.Entre 31 y 35 años,Credit Card,capital federal
santa fe,162815664,male,03.Entre 26 y 30 años,Account Money,santa fe
capital federal,94467021,male,01.Menor de 18 años,Credit Card,capital federal
la tablada,166212432,female,06.Entre 41 y 55 años,Debit Card,buenos aires
dolores,201992488,male,04.Entre 31 y 35 años,Credit Card,buenos aires
godoy cruz,103716132,Unknown,02.Entre 18 y 25 años,Account Money,mendoza
villa ballester,333056237,female,02.Entre 18 y 25 años,Credit Card,buenos aires
salta,323912514,female,04.Entre 31 y 35 años,Account Money,salta
c.a.b.a,95753116,male,07.Entre 56 y 65 años,Credit Card,capital federal
centro,148551588,female,03.Entre 26 y 30 años,Credit Card,buenos aires
general las heras,165995891,female,04.Entre 31 y 35 años,Account Money,buenos aires
candelaria barrio san jorge,302131351,male,02.Entre 18 y 25 años,Account Money,misiones
capital federal,67229856,male,04.Entre 31 y 35 años,Credit Card,buenos aires
rosario,124715332,male,05.Entre 36 y 40 años,Account Money,santa fe
claypole,146436025,female,06.Entre 41 y 55 años,Credit Card,buenos aires
caba,163643433,male,03.Entre 26 y 30 años,Credit Card,capital federal
centenario,299130629,male,02.Entre 18 y 25 años,Debit Card,neuquen
rio gallegos,200107578,male,02.Entre 18 y 25 años,Debit Card,santa cruz
buenos aires,134660072,male,02.Entre 18 y 25 años,Debit Card,capital federal
grand bourg,34843127,male,03.Entre 26 y 30 años,Credit Card,gran buenos aires
la plata,294684537,male,02.Entre 18 y 25 años,Debit Card,buenos aires
villa pueyrredon,141135881,male,00. Sin Dato,Account Money,capital federal
liniers,65520318,female,07.Entre 56 y 65 años,Account Money,capital federal
caseros,273782145,female,04.Entre 31 y 35 años,Account Money,buenos aires
villa lynch,113291,male,06.Entre 41 y 55 años,Debit Card,capital federal
catamarca,75315342,male,04.Entre 31 y 35 años,Account Money,catamarca
san nicolas,97373744,female,04.Entre 31 y 35 años,Credit Card,capital federal
"capital,barrio luis vernet",140623282,female,03.Entre 26 y 30 años,Ticket,salta
general pacheco,34602169,female,05.Entre 36 y 40 años,Credit Card,buenos aires
caba,360134098,female,02.Entre 18 y 25 años,Credit Card,buenos aires
palermo,143468938,male,02.Entre 18 y 25 años,Account Money,buenos aires
monserrat,73404271,male,04.Entre 31 y 35 años,Debit Card,santa fe
caba,77459045,male,07.Entre 56 y 65 años,Credit Card,capital federal
retito,34936439,female,05.Entre 36 y 40 años,Credit Card,capital federal
balvanera,25045394,female,03.Entre 26 y 30 años,Debit Card,capital federal
caba,25894956,male,05.Entre 36 y 40 años,Credit Card,capital federal
avellaneda,14581285,female,03.Entre 26 y 30 años,Account Money,buenos aires
tafi del valle,370201739,female,02.Entre 18 y 25 años,Account Money,tucuman
ranelagh,57591648,male,04.Entre 31 y 35 años,Account Money,buenos aires
curuzu cuatia,41835578,male,04.Entre 31 y 35 años,Credit Card,capital federal
ciudad autonoma de buenos aires,18881234,male,05.Entre 36 y 40 años,Debit Card,capital federal
caba,116592860,male,03.Entre 26 y 30 años,Credit Card,buenos aires
,35256816,female,00. Sin Dato,Credit Card,capital federal
san salvador de jujuy,389887200,male,04.Entre 31 y 35 años,Account Money,jujuy
rosario,117071828,male,06.Entre 41 y 55 años,Credit Card,santa fe
gba,94201349,male,08.Mayor de 65 años,Credit Card,buenos aires
san luis,241719764,male,04.Entre 31 y 35 años,Account Money,entre rios
caba,12825419,male,06.Entre 41 y 55 años,Credit Card,capital federal
nuñez,19337013,male,03.Entre 26 y 30 años,Credit Card,capital federal
tribunales,241085660,male,00. Sin Dato,Debit Card,capital federal
avellaneda dock sud,226223143,male,05.Entre 36 y 40 años,Credit Card,buenos aires
devoto,293011093,female,03.Entre 26 y 30 años,Credit Card,capital federal
caba,89898657,male,05.Entre 36 y 40 años,Credit Card,capital federal
"piñeiro, avellaneda",325352905,female,02.Entre 18 y 25 años,Account Money,buenos aires
capital federal,24696888,male,05.Entre 36 y 40 años,Credit Card,capital federal
caseros,236524594,female,04.Entre 31 y 35 años,Account Money,buenos aires
la plata,154090772,female,02.Entre 18 y 25 años,Account Money,buenos aires
tandil,183643252,Unknown,00. Sin Dato,Account Money,buenos aires
,4159297,male,06.Entre 41 y 55 años,Credit Card,buenos aires
san antonio de padua,97480926,male,02.Entre 18 y 25 años,Credit Card,buenos aires
gualeguaychu,394896375,female,07.Entre 56 y 65 años,Account Money,entre rios
cordoba,191554001,female,03.Entre 26 y 30 años,Account Money,cordoba
,72679396,male,07.Entre 56 y 65 años,Credit Card,corrientes
tandil,240635669,female,02.Entre 18 y 25 años,Debit Card,buenos aires
lomas de zamora,399503153,male,02.Entre 18 y 25 años,Ticket,buenos aires
barracas,226682241,female,06.Entre 41 y 55 años,Credit Card,capital federal
caseros,50851218,female,07.Entre 56 y 65 años,Credit Card,buenos aires
,114575156,male,05.Entre 36 y 40 años,Debit Card,la rioja
olivos,112171621,male,07.Entre 56 y 65 años,Credit Card,capital federal
villa pueyrredon,61740207,male,04.Entre 31 y 35 años,Credit Card,capital federal
,58707763,male,05.Entre 36 y 40 años,Debit Card,san juan
caballito,68182267,female,06.Entre 41 y 55 años,Credit Card,capital federal
jesus maria,268285915,male,04.Entre 31 y 35 años,Credit Card,cordoba
cordoba,112973940,male,04.Entre 31 y 35 años,Account Money,cordoba
ingeniero maschwitz,186344957,female,07.Entre 56 y 65 años,Ticket,capital federal
caba,138907729,female,05.Entre 36 y 40 años,Debit Card,buenos aires
floresta,64232179,female,06.Entre 41 y 55 años,Credit Card,capital federal
presidente peron  -guernica,53142170,male,03.Entre 26 y 30 años,Debit Card,capital federal
jose c paz,170731631,female,02.Entre 18 y 25 años,Credit Card,buenos aires
neuquen,79298256,male,06.Entre 41 y 55 años,Credit Card,neuquen
la plata,56559858,male,00. Sin Dato,Account Money,buenos aires
la matanza,146732218,male,00. Sin Dato,Credit Card,buenos aires
recoleta,364155407,female,03.Entre 26 y 30 años,Credit Card,capital federal
godoy cruz,118429438,female,02.Entre 18 y 25 años,Credit Card,mendoza
quilmes,177247118,female,07.Entre 56 y 65 años,Credit Card,buenos aires
formosa,239569030,female,03.Entre 26 y 30 años,Account Money,formosa
